Smart DNS Traffic Analyzer Report
==========================================
Generated: 2026-04-14T13:46:06
Total packets: 1097
Normal: 1025
Suspicious: 63
Spoofing/Blocked: 9

Details
------------------------------------------
[2026-04-14 13:31:13] browser-intake-us5-datadoghq.com | Status: Suspicious — confidence 98% | Entropy: 4.24 | Length: 32 | Freq: 1
[2026-04-14 13:35:54] inputsuggestions.msdxcdn.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.82 | Length: 38 | Freq: 2
[2026-04-14 13:35:55] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:56] gemini.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.06 | Length: 17 | Freq: 1
[2026-04-14 13:35:56] gemini.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.06 | Length: 17 | Freq: 2
[2026-04-14 13:35:56] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:35:59] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 1
[2026-04-14 13:35:59] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 2
[2026-04-14 13:36:00] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 3
[2026-04-14 13:36:02] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 4
[2026-04-14 13:36:02] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 5
[2026-04-14 13:36:02] wpad.taild2c74c.ts.net | Status: Suspicious — confidence 0% | Entropy: 3.75 | Length: 22 | Freq: 6
[2026-04-14 13:36:03] urlhaus.abuse.ch | Status: Normal | Entropy: 3.20 | Length: 16 | Freq: 1
[2026-04-14 13:36:03] urlhaus.abuse.ch | Status: Normal | Entropy: 3.20 | Length: 16 | Freq: 2
[2026-04-14 13:36:03] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:03] safebrowsing.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.71 | Length: 23 | Freq: 1
[2026-04-14 13:36:03] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:03] www.googletagmanager.com | Status: Normal (Allowlisted: *.googletagmanager.com) | Entropy: 3.41 | Length: 24 | Freq: 1
[2026-04-14 13:36:03] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:10] claude.ai | Status: Normal | Entropy: 2.95 | Length: 9 | Freq: 1
[2026-04-14 13:36:10] claude.ai | Status: Normal | Entropy: 2.95 | Length: 9 | Freq: 2
[2026-04-14 13:36:10] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:12] browser-intake-us5-datadoghq.com | Status: Suspicious — confidence 98% | Entropy: 4.24 | Length: 32 | Freq: 1
[2026-04-14 13:36:13] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:17] 0881db32dcdc46e2fb3e4d92105fc5c1.claudemcpcontent.com | Status: Suspicious — confidence 100% | Entropy: 4.27 | Length: 53 | Freq: 1
[2026-04-14 13:36:17] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:18] assets.claude.ai | Status: Normal | Entropy: 3.16 | Length: 16 | Freq: 1
[2026-04-14 13:36:18] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:20] a-api.anthropic.com | Status: Normal | Entropy: 3.47 | Length: 19 | Freq: 1
[2026-04-14 13:36:20] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:21] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 1
[2026-04-14 13:36:21] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 2
[2026-04-14 13:36:22] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 3
[2026-04-14 13:36:24] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 4
[2026-04-14 13:36:24] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 5
[2026-04-14 13:36:33] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 3
[2026-04-14 13:36:33] status.maxmind.com | Status: Normal | Entropy: 3.46 | Length: 18 | Freq: 1
[2026-04-14 13:36:47] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:47] ol-collector.quillbot.com | Status: Normal | Entropy: 3.36 | Length: 25 | Freq: 1
[2026-04-14 13:36:47] ol-collector.quillbot.com | Status: Normal | Entropy: 3.36 | Length: 25 | Freq: 2
[2026-04-14 13:36:48] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:48] mobile.events.data.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.80 | Length: 32 | Freq: 1
[2026-04-14 13:36:48] mobile.events.data.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.80 | Length: 32 | Freq: 2
[2026-04-14 13:36:48] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:48] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:36:48] agvsbg9xb3jsza.example.com | Status: Suspicious — confidence 85% | Entropy: 3.98 | Length: 26 | Freq: 1
[2026-04-14 13:36:48] agvsbg9xb3jsza.example.com | Status: Suspicious — confidence 85% | Entropy: 3.98 | Length: 26 | Freq: 2
[2026-04-14 13:37:09] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:09] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:09] agvsbg9xb3jsza.example.com | Status: Suspicious — confidence 85% | Entropy: 3.98 | Length: 26 | Freq: 1
[2026-04-14 13:37:09] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:09] dgvzdhrlc3r0zxn0.dnstest.io | Status: Suspicious — confidence 85% | Entropy: 4.06 | Length: 27 | Freq: 1
[2026-04-14 13:37:10] dgvzdhrlc3r0zxn0.dnstest.io | Status: Suspicious — confidence 85% | Entropy: 4.06 | Length: 27 | Freq: 2
[2026-04-14 13:37:10] dgvzdhrlc3r0zxn0.dnstest.io | Status: Suspicious — confidence 85% | Entropy: 4.06 | Length: 27 | Freq: 3
[2026-04-14 13:37:28] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:28] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 1
[2026-04-14 13:37:29] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 2
[2026-04-14 13:37:29] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 3
[2026-04-14 13:37:31] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 4
[2026-04-14 13:37:31] wpad.taild2c74c.ts.net | Status: Normal | Entropy: 3.75 | Length: 22 | Freq: 5
[2026-04-14 13:37:34] wpad.taild2c74c.ts.net | Status: Suspicious — confidence 0% | Entropy: 3.75 | Length: 22 | Freq: 6
[2026-04-14 13:37:34] nexus-websocket-a.intercom.io | Status: Suspicious — confidence 89% | Entropy: 3.94 | Length: 29 | Freq: 1
[2026-04-14 13:37:35] (response packet) | Status: Spoofing (low_ttl (4s)) | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:35] gemini.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.06 | Length: 17 | Freq: 1
[2026-04-14 13:37:39] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:40] infyspringboard.onwingspan.com | Status: Suspicious — confidence 85% | Entropy: 3.80 | Length: 30 | Freq: 1
[2026-04-14 13:37:40] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:40] ogs.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 2.75 | Length: 14 | Freq: 1
[2026-04-14 13:37:40] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:43] cdn.cookielaw.org | Status: Normal | Entropy: 3.57 | Length: 17 | Freq: 1
[2026-04-14 13:37:43] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:44] content-autofill.googleapis.com | Status: Normal (Allowlisted: *.googleapis.com) | Entropy: 3.82 | Length: 31 | Freq: 1
[2026-04-14 13:37:44] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:48] mobile.events.data.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.80 | Length: 32 | Freq: 1
[2026-04-14 13:37:48] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:56] google.com | Status: Normal | Entropy: 2.65 | Length: 10 | Freq: 1
[2026-04-14 13:37:56] fonts.googleapis.com | Status: Normal (Allowlisted: *.googleapis.com) | Entropy: 3.62 | Length: 20 | Freq: 1
[2026-04-14 13:37:56] flagcdn.com | Status: Normal | Entropy: 3.28 | Length: 11 | Freq: 1
[2026-04-14 13:37:56] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:56] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:56] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:37:57] cdn.givefreely.com | Status: Normal | Entropy: 3.68 | Length: 18 | Freq: 1
[2026-04-14 13:37:57] cdn.givefreely.com | Status: Normal | Entropy: 3.68 | Length: 18 | Freq: 2
[2026-04-14 13:37:57] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:38:02] accounts.youtube.com | Status: Normal | Entropy: 3.41 | Length: 20 | Freq: 1
[2026-04-14 13:38:02] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:38:24] images.onwingspan.com | Status: Normal | Entropy: 3.50 | Length: 21 | Freq: 1
[2026-04-14 13:38:24] images.onwingspan.com | Status: Normal | Entropy: 3.50 | Length: 21 | Freq: 2
[2026-04-14 13:38:24] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:38:33] status.maxmind.com | Status: Normal | Entropy: 3.46 | Length: 18 | Freq: 1
[2026-04-14 13:38:33] status.maxmind.com | Status: Normal | Entropy: 3.46 | Length: 18 | Freq: 2
[2026-04-14 13:38:33] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:38:34] beacons.gcp.gvt2.com | Status: Normal (Allowlisted: *.gcp.gvt2.com) | Entropy: 3.65 | Length: 20 | Freq: 1
[2026-04-14 13:38:34] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:38:42] infyspringboard.onwingspan.com | Status: Suspicious — confidence 85% | Entropy: 3.80 | Length: 30 | Freq: 1
[2026-04-14 13:38:43] infyspringboard.onwingspan.com | Status: Suspicious — confidence 85% | Entropy: 3.80 | Length: 30 | Freq: 2
[2026-04-14 13:38:51] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:38:51] mobile.events.data.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.80 | Length: 32 | Freq: 1
[2026-04-14 13:38:51] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:38:52] api2.amplitude.com | Status: Normal | Entropy: 3.61 | Length: 18 | Freq: 1
[2026-04-14 13:38:52] collector.quillbot.com | Status: Normal | Entropy: 3.33 | Length: 22 | Freq: 1
[2026-04-14 13:39:01] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:01] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:01] google.com | Status: Normal | Entropy: 2.65 | Length: 10 | Freq: 1
[2026-04-14 13:39:01] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:14] accounts.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.37 | Length: 19 | Freq: 1
[2026-04-14 13:39:14] accounts.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.37 | Length: 19 | Freq: 2
[2026-04-14 13:39:14] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:17] safebrowsing.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.71 | Length: 23 | Freq: 1
[2026-04-14 13:39:17] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:17] www.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 2.84 | Length: 14 | Freq: 1
[2026-04-14 13:39:17] www.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 2.84 | Length: 14 | Freq: 2
[2026-04-14 13:39:18] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:37] fonts.gstatic.com | Status: Normal (Allowlisted: *.gstatic.com) | Entropy: 3.34 | Length: 17 | Freq: 1
[2026-04-14 13:39:38] fonts.gstatic.com | Status: Normal (Allowlisted: *.gstatic.com) | Entropy: 3.34 | Length: 17 | Freq: 2
[2026-04-14 13:39:38] fonts.gstatic.com | Status: Normal (Allowlisted: *.gstatic.com) | Entropy: 3.34 | Length: 17 | Freq: 3
[2026-04-14 13:39:41] fonts.gstatic.com | Status: Normal (Allowlisted: *.gstatic.com) | Entropy: 3.34 | Length: 17 | Freq: 4
[2026-04-14 13:39:43] www.gstatic.com | Status: Normal (Allowlisted: *.gstatic.com) | Entropy: 3.19 | Length: 15 | Freq: 1
[2026-04-14 13:39:43] www.gstatic.com | Status: Normal (Allowlisted: *.gstatic.com) | Entropy: 3.19 | Length: 15 | Freq: 2
[2026-04-14 13:39:44] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:44] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:44] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:44] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:44] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:44] accounts.youtube.com | Status: Normal | Entropy: 3.41 | Length: 20 | Freq: 1
[2026-04-14 13:39:44] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:44] play.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.19 | Length: 15 | Freq: 1
[2026-04-14 13:39:44] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:46] vscode-sync.trafficmanager.net | Status: Normal (Allowlisted: *.trafficmanager.net) | Entropy: 3.94 | Length: 30 | Freq: 1
[2026-04-14 13:39:46] vscode-sync.trafficmanager.net | Status: Normal (Allowlisted: *.trafficmanager.net) | Entropy: 3.94 | Length: 30 | Freq: 2
[2026-04-14 13:39:46] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:46] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:47] infyspringboard.onwingspan.com | Status: Suspicious — confidence 85% | Entropy: 3.80 | Length: 30 | Freq: 1
[2026-04-14 13:39:47] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:49] content-autofill.googleapis.com | Status: Normal (Allowlisted: *.googleapis.com) | Entropy: 3.82 | Length: 31 | Freq: 1
[2026-04-14 13:39:49] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:50] images-isb.onwingspan.com | Status: Normal | Entropy: 3.67 | Length: 25 | Freq: 1
[2026-04-14 13:39:50] images-isb.onwingspan.com | Status: Normal | Entropy: 3.67 | Length: 25 | Freq: 2
[2026-04-14 13:39:51] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:51] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:51] api-jobmarketplace.infyspringboard.onwingspan.com | Status: Suspicious — confidence 95% | Entropy: 4.21 | Length: 49 | Freq: 1
[2026-04-14 13:39:52] api-jobmarketplace.infyspringboard.onwingspan.com | Status: Suspicious — confidence 95% | Entropy: 4.21 | Length: 49 | Freq: 2
[2026-04-14 13:39:52] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:52] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:52] gameconfig.onwingspan.com | Status: Normal | Entropy: 3.54 | Length: 25 | Freq: 1
[2026-04-14 13:39:52] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:52] gameconfig.onwingspan.com | Status: Normal | Entropy: 3.54 | Length: 25 | Freq: 2
[2026-04-14 13:39:52] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:52] main.vscode-cdn.net | Status: Normal (Allowlisted: *.vscode-cdn.net) | Entropy: 3.58 | Length: 19 | Freq: 1
[2026-04-14 13:39:52] main.vscode-cdn.net | Status: Normal (Allowlisted: *.vscode-cdn.net) | Entropy: 3.58 | Length: 19 | Freq: 2
[2026-04-14 13:39:52] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:39:54] irisdatacontainer.blob.core.windows.net | Status: Suspicious — confidence 85% | Entropy: 3.72 | Length: 39 | Freq: 1
[2026-04-14 13:39:54] images.onwingspan.com | Status: Normal | Entropy: 3.50 | Length: 21 | Freq: 1
[2026-04-14 13:39:54] cdn2.percipio.com | Status: Normal | Entropy: 3.34 | Length: 17 | Freq: 1
[2026-04-14 13:40:03] irisdatacontainer.blob.core.windows.net | Status: Suspicious — confidence 85% | Entropy: 3.72 | Length: 39 | Freq: 2
[2026-04-14 13:40:04] images.onwingspan.com | Status: Normal | Entropy: 3.50 | Length: 21 | Freq: 2
[2026-04-14 13:40:04] cdn2.percipio.com | Status: Normal | Entropy: 3.34 | Length: 17 | Freq: 2
[2026-04-14 13:40:04] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:04] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:04] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:04] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:04] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:04] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:04] o15.officeredir.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.50 | Length: 29 | Freq: 1
[2026-04-14 13:40:04] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:04] support.content.office.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.55 | Length: 36 | Freq: 1
[2026-04-14 13:40:04] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:05] www.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.18 | Length: 17 | Freq: 1
[2026-04-14 13:40:06] www.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.18 | Length: 17 | Freq: 2
[2026-04-14 13:40:06] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:12] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:12] signaler-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.86 | Length: 31 | Freq: 1
[2026-04-14 13:40:14] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:14] ssl.gstatic.com | Status: Normal (Allowlisted: *.gstatic.com) | Entropy: 3.19 | Length: 15 | Freq: 1
[2026-04-14 13:40:14] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:22] claude.ai | Status: Normal | Entropy: 2.95 | Length: 9 | Freq: 1
[2026-04-14 13:40:22] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:23] a-api.anthropic.com | Status: Normal | Entropy: 3.47 | Length: 19 | Freq: 1
[2026-04-14 13:40:23] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:27] waa-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.84 | Length: 26 | Freq: 1
[2026-04-14 13:40:27] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:27] mail.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.06 | Length: 15 | Freq: 1
[2026-04-14 13:40:31] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:31] ogs.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 2.75 | Length: 14 | Freq: 1
[2026-04-14 13:40:31] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:32] lh3.googleusercontent.com | Status: Normal (Allowlisted: *.googleusercontent.com) | Entropy: 3.65 | Length: 25 | Freq: 1
[2026-04-14 13:40:32] lh3.googleusercontent.com | Status: Normal (Allowlisted: *.googleusercontent.com) | Entropy: 3.65 | Length: 25 | Freq: 2
[2026-04-14 13:40:32] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:33] status.maxmind.com | Status: Normal | Entropy: 3.46 | Length: 18 | Freq: 1
[2026-04-14 13:40:33] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:36] ogads-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.82 | Length: 28 | Freq: 1
[2026-04-14 13:40:36] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:36] fonts.googleapis.com | Status: Normal (Allowlisted: *.googleapis.com) | Entropy: 3.62 | Length: 20 | Freq: 1
[2026-04-14 13:40:36] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:36] appsgenaiserver-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.93 | Length: 38 | Freq: 1
[2026-04-14 13:40:37] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:37] analytics.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.58 | Length: 20 | Freq: 1
[2026-04-14 13:40:37] stats.g.doubleclick.net | Status: Normal (Allowlisted: *.doubleclick.net) | Entropy: 3.76 | Length: 23 | Freq: 1
[2026-04-14 13:40:38] www.google.co.in | Status: Normal | Entropy: 2.98 | Length: 16 | Freq: 1
[2026-04-14 13:40:38] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:38] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:38] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:38] appsgrowthpromo-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.96 | Length: 38 | Freq: 1
[2026-04-14 13:40:38] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:39] addons-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.87 | Length: 29 | Freq: 1
[2026-04-14 13:40:39] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:40] taskassist-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.81 | Length: 33 | Freq: 1
[2026-04-14 13:40:40] taskassist-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.81 | Length: 33 | Freq: 2
[2026-04-14 13:40:40] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:41] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:42] www.google-analytics.com | Status: Normal | Entropy: 3.77 | Length: 24 | Freq: 1
[2026-04-14 13:40:42] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:42] mail-ads.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.47 | Length: 19 | Freq: 1
[2026-04-14 13:40:42] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:42] peoplestackwebexperiments-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 4.05 | Length: 48 | Freq: 1
[2026-04-14 13:40:42] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:42] peoplestack-pa.clients6.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.82 | Length: 34 | Freq: 1
[2026-04-14 13:40:42] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:42] contacts.google.com | Status: Normal (Allowlisted: *.google.com) | Entropy: 3.26 | Length: 19 | Freq: 1
[2026-04-14 13:40:46] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:46] dgvzdhrlc3r0zxn0.dnstest.io | Status: Suspicious — confidence 85% | Entropy: 4.06 | Length: 27 | Freq: 1
[2026-04-14 13:40:47] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:48] mobile.events.data.microsoft.com | Status: Normal (Allowlisted: *.microsoft.com) | Entropy: 3.80 | Length: 32 | Freq: 1
[2026-04-14 13:40:48] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:50] google-ohttp-relay-safebrowsing.fastly-edge.com | Status: Suspicious — confidence 98% | Entropy: 4.15 | Length: 47 | Freq: 1
[2026-04-14 13:40:50] (response packet) | Status: Normal | Entropy: 0.00 | Length: 0 | Freq: 0
[2026-04-14 13:40:51] dgvzdhrlc3r0zxn0.dnstest.io | Status: Suspicious — confidence 85% | Entropy: 4.06 | Length: 27 | Freq: 2
